speech_id,transcript_id,date,year,month,speaker,party,concept_slug,concept,concept_category,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,beme_score,beme_label
term_24_speech_039587,21984,2013-07-08,2013,7,Süleyman Çelebi,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_24_speech_039590,21984,2013-07-08,2013,7,Süleyman Çelebi,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,4,4,4,6.8,0.0,mixed
term_24_speech_039592,21984,2013-07-08,2013,7,Süleyman Çelebi,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,1,1.35,-0.5,negative
term_24_speech_039593,21984,2013-07-08,2013,7,Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_039604,21984,2013-07-08,2013,7,Hasan Hüseyin Türkoğlu,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,10,2,10,14.2,-0.6154,negative
term_24_speech_039604,21984,2013-07-08,2013,7,Hasan Hüseyin Türkoğlu,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039605,21984,2013-07-08,2013,7,Hasan Hüseyin Türkoğlu,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039605,21984,2013-07-08,2013,7,Hasan Hüseyin Türkoğlu,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_039607,21984,2013-07-08,2013,7,Hasan Hüseyin Türkoğlu,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,3,0,2,3.7,-0.6667,negative
term_24_speech_039611,21984,2013-07-08,2013,7,Hasan Hüseyin Türkoğlu,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039612,21984,2013-07-08,2013,7,Hasan Hüseyin Türkoğlu,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039625,21984,2013-07-08,2013,7,Mehmet Günal,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_039660,21984,2013-07-08,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_039662,21984,2013-07-08,2013,7,Oktay Vural,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039665,21984,2013-07-08,2013,7,Oktay Vural,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_24_speech_039670,21984,2013-07-08,2013,7,Faik Öztrak,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_039672,21984,2013-07-08,2013,7,Faik Öztrak,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_24_speech_039680,21984,2013-07-08,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_039703,21984,2013-07-08,2013,7,Özgür Özel,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,2,3,0,3.05,0.75,positive
term_24_speech_039708,21984,2013-07-08,2013,7,İlknur Denizli,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,8,2,2,9.4,0.0,mixed
term_24_speech_039708,21984,2013-07-08,2013,7,İlknur Denizli,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,1,0,1,1.35,-0.5,negative
term_24_speech_039717,21986,2013-07-09,2013,7,Mustafa Şahin,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,5,3,0,6.05,0.75,positive
term_24_speech_039717,21986,2013-07-09,2013,7,Mustafa Şahin,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039721,21986,2013-07-09,2013,7,Yusuf Başer,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,6,5,0,7.75,0.8333,positive
term_24_speech_039721,21986,2013-07-09,2013,7,Yusuf Başer,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,3,5,0,4.75,0.8333,positive
term_24_speech_039721,21986,2013-07-09,2013,7,Yusuf Başer,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,1,2,0,1.7,0.6667,positive
term_24_speech_039721,21986,2013-07-09,2013,7,Yusuf Başer,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,29,24,3,38.45,0.75,positive
term_24_speech_039721,21986,2013-07-09,2013,7,Yusuf Başer,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039721,21986,2013-07-09,2013,7,Yusuf Başer,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,11,6,0,13.1,0.8571,positive
term_24_speech_039726,21986,2013-07-09,2013,7,Hasip Kaplan,Halkların Demokratik Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,1,1.7,0.0,mixed
term_24_speech_039727,21986,2013-07-09,2013,7,Turgut Dibek,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,1,1,1.7,0.0,mixed
term_24_speech_039727,21986,2013-07-09,2013,7,Turgut Dibek,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,1,1,2.7,0.0,mixed
term_24_speech_039727,21986,2013-07-09,2013,7,Turgut Dibek,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_24_speech_039728,21986,2013-07-09,2013,7,Turgut Dibek,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_24_speech_039728,21986,2013-07-09,2013,7,Turgut Dibek,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039728,21986,2013-07-09,2013,7,Turgut Dibek,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,16,9,4,20.55,0.3571,positive
term_24_speech_039728,21986,2013-07-09,2013,7,Turgut Dibek,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039728,21986,2013-07-09,2013,7,Turgut Dibek,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,4,1,0,4.35,0.5,positive
term_24_speech_039731,21986,2013-07-09,2013,7,Egemen Bağış,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,1,1,0,1.35,0.5,positive
term_24_speech_039738,21986,2013-07-09,2013,7,Haydar Akar,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039739,21986,2013-07-09,2013,7,Egemen Bağış,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,2,1,1,2.7,0.0,mixed
term_24_speech_039739,21986,2013-07-09,2013,7,Egemen Bağış,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,1,0,1.35,0.5,positive
term_24_speech_039740,21986,2013-07-09,2013,7,Turgut Dibek,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039740,21986,2013-07-09,2013,7,Turgut Dibek,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_039741,21986,2013-07-09,2013,7,Egemen Bağış,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,1,1,0,1.35,0.5,positive
term_24_speech_039741,21986,2013-07-09,2013,7,Egemen Bağış,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,2,1,0,2.35,0.5,positive
term_24_speech_039743,21986,2013-07-09,2013,7,Haydar Akar,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,1,1.7,0.0,mixed
term_24_speech_039744,21986,2013-07-09,2013,7,Hakan Çavuşoğlu,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,4,2,0,4.7,0.6667,positive
term_24_speech_039744,21986,2013-07-09,2013,7,Hakan Çavuşoğlu,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039744,21986,2013-07-09,2013,7,Hakan Çavuşoğlu,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,1,2,0,1.7,0.6667,positive
term_24_speech_039744,21986,2013-07-09,2013,7,Hakan Çavuşoğlu,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,21,35,0,33.25,0.9722,positive
term_24_speech_039744,21986,2013-07-09,2013,7,Hakan Çavuşoğlu,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,3,3,0,4.05,0.75,positive
term_24_speech_039745,21986,2013-07-09,2013,7,Hasip Kaplan,Halkların Demokratik Partisi,law_state,Hukuk Devleti,democratic_reform,4,0,3,5.05,-0.75,negative
term_24_speech_039745,21986,2013-07-09,2013,7,Hasip Kaplan,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,4,0,1,4.35,-0.5,negative
term_24_speech_039746,21986,2013-07-09,2013,7,Demir Çelik,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,2,3,2,3.75,0.1667,mixed
term_24_speech_039746,21986,2013-07-09,2013,7,Demir Çelik,Halkların Demokratik Partisi,economy,Ekonomi,macro_economy,43,59,23,71.7,0.4337,positive
term_24_speech_039746,21986,2013-07-09,2013,7,Demir Çelik,Halkların Demokratik Partisi,tutelage,Vesayet,constitutional_conflict,2,1,2,3.05,-0.25,negative
term_24_speech_039753,21986,2013-07-09,2013,7,Bünyamin Özbek,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039754,21986,2013-07-09,2013,7,Bünyamin Özbek,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039756,21986,2013-07-09,2013,7,Bünyamin Özbek,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,2,0,2,2.7,-0.6667,negative
term_24_speech_039761,21986,2013-07-09,2013,7,Özgür Özel,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,8,1,0,8.35,0.5,positive
term_24_speech_039761,21986,2013-07-09,2013,7,Özgür Özel,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,1,1.35,-0.5,negative
term_24_speech_039761,21986,2013-07-09,2013,7,Özgür Özel,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,3,0,1,3.35,-0.5,negative
term_24_speech_039761,21986,2013-07-09,2013,7,Özgür Özel,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,2,0,2,2.7,-0.6667,negative
term_24_speech_039761,21986,2013-07-09,2013,7,Özgür Özel,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,2,1,0,2.35,0.5,positive
term_24_speech_039762,21986,2013-07-09,2013,7,Ali Ercoşkun,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,1,0,1,1.35,-0.5,negative
term_24_speech_039765,21986,2013-07-09,2013,7,Mehmet Şandır,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039765,21986,2013-07-09,2013,7,Mehmet Şandır,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,1,0,1,1.35,-0.5,negative
term_24_speech_039768,21986,2013-07-09,2013,7,Özgür Özel,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,1,2.35,-0.5,negative
term_24_speech_039769,21986,2013-07-09,2013,7,Ali Babacan,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,8,3,0,9.05,0.75,positive
term_24_speech_039769,21986,2013-07-09,2013,7,Ali Babacan,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,5,12,0,9.2,0.9231,positive
term_24_speech_039769,21986,2013-07-09,2013,7,Ali Babacan,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,2,6,0,4.1,0.8571,positive
term_24_speech_039769,21986,2013-07-09,2013,7,Ali Babacan,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,1,0,1,1.35,-0.5,negative
term_24_speech_039774,21986,2013-07-09,2013,7,Mehmet Şandır,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,4,3,0,5.05,0.75,positive
term_24_speech_039774,21986,2013-07-09,2013,7,Mehmet Şandır,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,4,0,0,4.0,0.0,mixed
term_24_speech_039782,21986,2013-07-09,2013,7,Ali Uzunırmak,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039788,21986,2013-07-09,2013,7,Özgür Özel,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,6,1,1,6.7,0.0,mixed
term_24_speech_039788,21986,2013-07-09,2013,7,Özgür Özel,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_24_speech_039789,21986,2013-07-09,2013,7,Özgür Özel,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039802,21986,2013-07-09,2013,7,Erdoğan Bayraktar,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039807,21986,2013-07-09,2013,7,Mustafa Elitaş,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,5,0,1,5.35,-0.5,negative
term_24_speech_039810,21986,2013-07-09,2013,7,Mustafa Elitaş,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,15,2,0,15.7,0.6667,positive
term_24_speech_039811,21986,2013-07-09,2013,7,Ertuğrul Kürkcü,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_24_speech_039812,21988,2013-07-10,2013,7,Bülent Kuşoğlu,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1,0,1,1.35,-0.5,negative
term_24_speech_039813,21988,2013-07-10,2013,7,Seyfettin Yılmaz,Milliyetçi Hareket Partisi,reform,Reform,democratic_reform,1,1,0,1.35,0.5,positive
term_24_speech_039813,21988,2013-07-10,2013,7,Seyfettin Yılmaz,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,11,5,4,14.15,0.1,mixed
term_24_speech_039813,21988,2013-07-10,2013,7,Seyfettin Yılmaz,Milliyetçi Hareket Partisi,interest,Faiz,macro_economy,3,1,1,3.7,0.0,mixed
term_24_speech_039813,21988,2013-07-10,2013,7,Seyfettin Yılmaz,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039814,21988,2013-07-10,2013,7,Yunus Kılıç,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,5,2,6,7.8,-0.4444,negative
term_24_speech_039816,21988,2013-07-10,2013,7,Tufan Köse,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,13,3,6,16.15,-0.3,negative
term_24_speech_039816,21988,2013-07-10,2013,7,Tufan Köse,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,10,3,1,11.4,0.4,positive
term_24_speech_039816,21988,2013-07-10,2013,7,Tufan Köse,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_24_speech_039816,21988,2013-07-10,2013,7,Tufan Köse,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,9,1,2,10.05,-0.25,negative
term_24_speech_039820,21988,2013-07-10,2013,7,Sırrı Süreyya Önder,Halkların Demokratik Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039820,21988,2013-07-10,2013,7,Sırrı Süreyya Önder,Halkların Demokratik Partisi,economy,Ekonomi,macro_economy,2,0,4,3.4,-0.8,negative
term_24_speech_039828,21988,2013-07-10,2013,7,Oğuz Kağan Köksal,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,2,4,0,3.4,0.8,positive
term_24_speech_039829,21988,2013-07-10,2013,7,Oğuz Kağan Köksal,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_039830,21988,2013-07-10,2013,7,Oğuz Kağan Köksal,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,2,0,0,2.0,0.0,mixed
term_24_speech_039831,21988,2013-07-10,2013,7,Oğuz Kağan Köksal,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_039831,21988,2013-07-10,2013,7,Oğuz Kağan Köksal,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039833,21988,2013-07-10,2013,7,Oğuz Kağan Köksal,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,1,3,0,2.05,0.75,positive
term_24_speech_039833,21988,2013-07-10,2013,7,Oğuz Kağan Köksal,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,10,5,0,11.75,0.8333,positive
term_24_speech_039833,21988,2013-07-10,2013,7,Oğuz Kağan Köksal,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,1,1,0,1.35,0.5,positive
term_24_speech_039838,21988,2013-07-10,2013,7,Ali Halaman,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039840,21988,2013-07-10,2013,7,Alim Işık,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,1,1.35,-0.5,negative
term_24_speech_039842,21988,2013-07-10,2013,7,Özgür Özel,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,9,2,0,9.7,0.6667,positive
term_24_speech_039842,21988,2013-07-10,2013,7,Özgür Özel,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_24_speech_039842,21988,2013-07-10,2013,7,Özgür Özel,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,1,0,1,1.35,-0.5,negative
term_24_speech_039843,21988,2013-07-10,2013,7,Emin Haluk Ayhan,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,3,0,0,3.0,0.0,mixed
term_24_speech_039843,21988,2013-07-10,2013,7,Emin Haluk Ayhan,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,1,1.35,-0.5,negative
term_24_speech_039847,21988,2013-07-10,2013,7,Emin Haluk Ayhan,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039847,21988,2013-07-10,2013,7,Emin Haluk Ayhan,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_24_speech_039858,21988,2013-07-10,2013,7,Cevdet Yılmaz,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_24_speech_039865,21988,2013-07-10,2013,7,Kemal Değirmendereli,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,2,0,1.7,0.6667,positive
term_24_speech_039866,21988,2013-07-10,2013,7,Sebahat Tuncel,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,10,10,1,13.85,0.75,positive
term_24_speech_039866,21988,2013-07-10,2013,7,Sebahat Tuncel,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_24_speech_039867,21988,2013-07-10,2013,7,Erol Dora,Bağımsız,democracy,Demokrasi,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_039867,21988,2013-07-10,2013,7,Erol Dora,Bağımsız,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039867,21988,2013-07-10,2013,7,Erol Dora,Bağımsız,constitution,Anayasa,constitutional_conflict,5,0,2,5.7,-0.6667,negative
term_24_speech_039889,21988,2013-07-10,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039889,21988,2013-07-10,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,3,0,9,6.15,-0.9,negative
term_24_speech_039889,21988,2013-07-10,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,3,0,0,3.0,0.0,mixed
term_24_speech_039889,21988,2013-07-10,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,3,0,0,3.0,0.0,mixed
term_24_speech_039889,21988,2013-07-10,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039898,21988,2013-07-10,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,4,3.4,-0.8,negative
term_24_speech_039898,21988,2013-07-10,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_039898,21988,2013-07-10,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039899,21988,2013-07-10,2013,7,Mustafa Elitaş,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,3,0,0,3.0,0.0,mixed
term_24_speech_039900,21988,2013-07-10,2013,7,Oktay Vural,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_039916,21988,2013-07-10,2013,7,Aytuğ Atıcı,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,4,0,0,4.0,0.0,mixed
term_24_speech_039918,21988,2013-07-10,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039922,21988,2013-07-10,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039926,21988,2013-07-10,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039928,21988,2013-07-10,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_039930,21988,2013-07-10,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,1,1.35,-0.5,negative
term_24_speech_039934,21988,2013-07-10,2013,7,Oktay Vural,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,1,1.35,-0.5,negative
term_24_speech_039935,21988,2013-07-10,2013,7,Osman Korutürk,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,2,0,1,2.35,-0.5,negative
term_24_speech_039935,21988,2013-07-10,2013,7,Osman Korutürk,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039935,21988,2013-07-10,2013,7,Osman Korutürk,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,6,2,0,6.7,0.6667,positive
term_24_speech_039936,21990,2013-07-11,2013,7,Öznur Çalık,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039936,21990,2013-07-11,2013,7,Öznur Çalık,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,3,2,3,4.75,-0.1667,mixed
term_24_speech_039936,21990,2013-07-11,2013,7,Öznur Çalık,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_039939,21990,2013-07-11,2013,7,Tufan Köse,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,3,2,1,4.05,0.25,positive
term_24_speech_039939,21990,2013-07-11,2013,7,Tufan Köse,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,3,1,4,4.75,-0.5,negative
term_24_speech_039943,21990,2013-07-11,2013,7,Yunus Kılıç,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,1,1.35,-0.5,negative
term_24_speech_039944,21990,2013-07-11,2013,7,Yunus Kılıç,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039944,21990,2013-07-11,2013,7,Yunus Kılıç,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,2,0,2,2.7,-0.6667,negative
term_24_speech_039944,21990,2013-07-11,2013,7,Yunus Kılıç,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,1,1.35,-0.5,negative
term_24_speech_039950,21990,2013-07-11,2013,7,Özcan Ulupınar,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039951,21990,2013-07-11,2013,7,Bülent Arınç,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039959,21990,2013-07-11,2013,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_039963,21990,2013-07-11,2013,7,Tufan Köse,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,1,1,1.7,0.0,mixed
term_24_speech_039963,21990,2013-07-11,2013,7,Tufan Köse,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_039968,21990,2013-07-11,2013,7,Erkan Akçay,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,2,0,2,2.7,-0.6667,negative
term_24_speech_039986,21990,2013-07-11,2013,7,Haydar Akar,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,4,0,3.4,0.8,positive
term_24_speech_039989,21990,2013-07-11,2013,7,Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,5,0,0,5.0,0.0,mixed
term_24_speech_039990,21990,2013-07-11,2013,7,Mustafa Kalaycı,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_039990,21990,2013-07-11,2013,7,Mustafa Kalaycı,Milliyetçi Hareket Partisi,interest,Faiz,macro_economy,2,0,1,2.35,-0.5,negative
