candidate_id,manual_label,manual_notes,window_text,source_party,target_party,date,year,speaker,heuristic_positive_hits,heuristic_negative_hits,heuristic_score,heuristic_label,heuristic_label_binary,ann_kisi1,ann_kisi2,ann_kisi3,ann_kisi4,ann_kisi5,final_label,is_human_verified
cand_10216,,,ekli. yeni birtakim kavramlarla da bu mevzuati desteklememiz zenginlestirmemiz gerekli. ama bu yonuyle baktigimiz zaman anavatan partisi olarak da destekledigimiz bir yonu var. ama bazi desteklemedigimiz hosumuza gitmeyen adeta midemizi bulandiran birtakim,Adalet ve Kalkınma Partisi,Anavatan Partisi,2006-11-02,2006,Ömer Abuşoğlu,4,0,0.8,positive,positive,,,,,,positive,False
cand_01628,,,yaninda okumayan gencler icin bu para oldukca dusuktur ve bu konuda da cumhuriyet halk partisi olarak bir onergemiz var akp nin de katilmasini istiyoruz. belki bu yil degil ama gelecek yildan baslayarak hic olmazsa asgari ucretin yarisi her og,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-03-03,2004,Mustafa Gazalcı,1,0,0.5,positive,positive,,,,,,positive,False
cand_02532,,,esini ben takdirlerinize sunuyorum. yine bu arada yeri gelmisken bu tasarinin hazirlanmasinda elbette emegi gecen basta hukumet olmak uzere burokratlar olmak uzere ama bu tasarinin daha olumlu bir sonuca ulasmasi bakimindan emegi gecen basta diyar,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-07-16,2004,Atilla Kart,1,0,0.5,positive,positive,,,,,,positive,False
cand_05214,,, ki hukumetin saglik politikasizligi nedeniyle insanlarimiz hastane kapilarinda surunmeye devam edecektir. sonuc olarak hukumet saglik sistemimize cozum getirememesinin faturasini doktorlarimiza kesmistir ve kesmeye devam etmektedir. halbuki cozum,Anavatan Partisi,Adalet ve Kalkınma Partisi,2005-06-15,2005,Dursun Akdemir,2,0,0.6667,positive,positive,,,,,,positive,False
cand_02271,,,aslar bu anlamda kuresellesme gerceklerini de gozonune alarak yerel yonetimlerde atilan bu adimin degerli muhalefetimiz cumhuriyet halk partisi tarafindan da desteklenecegini umuyoruz. ayrica bazi arkadaslarin 2 000 ve 5 000 nufuslari konusunda tenkitleri oldu. t,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2004-07-01,2004,Ahmet Münir Erkal,1,0,0.5,positive,positive,,,,,,positive,False
cand_02008,,,kmis ise de bugun saniyorum bu tasari yasalasacak cunku cumhuriyet halk partisi grubu bu tasariyi destekliyor saniyorum adalet ve kalkinma partisi grubu da -sozcusunun acikladigi uzere- bu tasariyi destekleyecektir. degerli milletvekilleri tasarinin amacini anlasili,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-06-02,2004,CHP GRUBU ADINA YÜKSEL ÇORBACIĞOĞLU,2,0,0.6667,positive,positive,,,,,,positive,False
cand_08850,,,urizmin gundemde tutuldugunu hepimiz gormekle bunun anadolu ya yansitilmamis olmasi da bizleri uzen ayri bir gercektir. adalet ve kalkinma partisi olarak eger onumuze gelen bu teklifin bizler tarafindan sizler tarafindan olumlu bir sekilde gundeme getirilmesinden uz,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-05-24,2006,Feridun Ayvazoğlu,1,0,0.5,positive,positive,,,,,,positive,False
cand_07665,,,n daha verimli odenecek. degerli arkadaslar bu konuda da gozden kacan cok onemli bir nokta var. once sunu soyleyeyim bu hukumet doneminde yani son uc yili asan bir sure boyunca vergilerin en haksiz en adaletsiz zengini ve yoksulu ayirmayan kismi y,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-02-21,2006,Yakup Kepenek,1,0,0.5,positive,positive,,,,,,positive,False
cand_13598,,,n tarafindan cevaplanmayan sozlu soru onergemle ilgili soz almis bulunmaktayim hepinizi sevgi ve saygiyla selamliyorum. akp iktidarinin acil eylem planinda belirtilen ve ulke gundeminin en onemli konusu olan ulkemizdeki karayollarinin duble yo,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-02-01,2003,Ali Kemal Deveciler,1,0,0.5,positive,positive,,,,,,positive,False
cand_05287,,,cegi ve bugune kadar hicbir avrupa birligi ulkesine dayatilmayan ongorulmeyen hususlarin o metnin icerisinde olmasi ama adalet ve kalkinma partisi 6 ekimdeki metnin sonunda dengeli ve olumlu bir rapordur diye hem sayin basbakan hem de disisleri bakani ifadede bulund,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2005-06-22,2005,Ümmet Kandoğan,1,0,0.5,positive,positive,,,,,,positive,False
cand_09854,,,etaylari var bu detaylari gozardi etmeyin diyoruz. bu sans sizin elinizde su anda kamuoyu bu halk size bu firsati verdi iktidar olarak cunku meclisin iradesi tamamiyla akp grubunun altinda. olaganustu cagirdiniz iste katilima bakiyoruz 100 e yakin,Anavatan Partisi,Adalet ve Kalkınma Partisi,2006-09-27,2006,Hüseyin Güler,1,0,0.5,positive,positive,,,,,,positive,False
cand_09510,,,da gecmis iktidar doneminde yapilan anayasa degisikligine uyumu da ortaya koyan bir tasari. dolayisiyla tasariyi biz de anavatan partisi olarak destekliyoruz. ben zamaninizi fazla almayacagim. sunu soylemek istiyorum yargida birligi gordugum kadariyla cumh,Adalet ve Kalkınma Partisi,Anavatan Partisi,2006-06-28,2006,Süleyman Sarıbaş,2,0,0.6667,positive,positive,,,,,,positive,False
cand_13302,,,edir- anap 96 bagimsizlar 11 buyuk birlik partisi 1 cumhuriyet halk partisi 31 dp 1 dsp 22 demokratik turkiye partisi 1 dogru yol partisi 56 fazilet partisi 61 hadep 4 mhp 53 toplam 337 belediye. ikinci kararnamede anap 32 bagimsizlar 2 cumhuriyet halk part,Adalet ve Kalkınma Partisi,Doğru Yol Partisi,2002-12-01,2002,Zeki Ergezen,2,0,0.6667,positive,positive,,,,,,positive,False
cand_04803,,,...burdur ilinden once bu kapsama dahil edilmesindeki basarilarindan dolayi degerli iktidar mensuplarimizi tebrik ediyorum. iste adalet ve kalkinma prensipleri ancak bu kadar adaletli olabilir demekten oteye bir,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-05-12,2005,Ramazan Kerim Özkan,1,0,0.5,positive,positive,,,,,,positive,False
cand_14935,,, gelistirilmesi acisindan anlamli bir adim atmis olacagiz. biz grubumuz adina bu konuda onerge verecegiz ve sizlerin de adalet ve kalkinma partisi grubunun da bu onergeyi bu acidan irdeleyip olumlu oy vereceginizi dusunuyorum. hepinizi grubum adina saygiyla selamliy,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-05-01,2003,Mehmet Uğur Neşşar,1,0,0.5,positive,positive,,,,,,positive,False
cand_12025,,,unlerde cok onemli gelismeler oluyor. secim oncesi -biraz once sayin kilicdaroglu da bahsetti- televizyon ekranlarindan cumhuriyet halk partisi genel baskani sayin baykal la sayin erdogan dokunulmazliklarla ilgili ciktilar sayin ugur dundar in programina. simdi b,Doğru Yol Partisi,Cumhuriyet Halk Partisi,2007-04-04,2007,Ümmet Kandoğan,1,0,0.5,positive,positive,,,,,,positive,False
cand_01499,,, siz ne yapiyorsunuz .. oynayamayan gelin yerim dar dermis yeri genisletmisler bu sefer yenim dar demis. bu millet size hukumet olma gorevi verdi hic acizlesmeyin mazeret gostermeyin. turkiye cumhuriyetinin uniter yapisini koruyan yasalar elinizde,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-02-27,2004,Ramazan Kerim Özkan,1,0,0.5,positive,positive,,,,,,positive,False
cand_00660,,,cok iyi bir seviyeye kadar indirmistir. hukumetimizin yapmis oldugu bu mucadeleye tabii ki gerek iktidar partimiz gerek cumhuriyet halk partisi gerek diger siyasi partiler ve halk destek vermistir. bugun gelmis oldugumuz noktada onumuzde bir tasari var. bu tasari,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2003-12-11,2003,Mehmet Melik Özmen,1,0,0.5,positive,positive,,,,,,positive,False
cand_09196,,, takdirde... ki o uygulama yapiliyor yani komisyon diyor ki biz katiliyoruz bu onergeye. arkasindan hukumete soruluyor. hukumet de tabii ki paralel olarak biz de katiliyoruz diyor. boyle denildigi icin bu duruma gore icutuzugun 87 nci maddesindeki,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-06-14,2006,Ali Topuz,2,0,0.6667,positive,positive,,,,,,positive,False
cand_10743,,,esi cok ayri bir ayip olmustur. bereket bu yanlistan makine kimya kisa zamanda donmustur. ama ortada bir gercek var. ne hukumet ne de meclis sivillerin silahsizlandirilmasi yonunde bir adim atma isine yanasmamaktadir. donemimizin sonuna yaklasiyor,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-12-14,2006,Yakup Kepenek,0,1,-0.5,negative,negative,,,,,,negative,False
cand_09678,,,dan dolayi hukumetin krizi yonetebilecek bir hukumet olmadigindan dolayi tam tersine krizi yaratan krizi tetikleyen bir hukumet oldugu icin milletimizi ihanet edenler ve etmeyenler diye bolmeye calistigi icin... ve dun cok daha tehlikeli bir sey s,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2006-09-05,2006,Ümmet Kandoğan,0,3,-0.75,negative,negative,,,,,,negative,False
cand_12187,,,degerli arkadaslarim bu sorunu mutlaka cozmek zorundayiz. bu sorun iktidar-muhalefet sorunu degil. hazinenin bddk nin tasarruf mevduati sigorta fonunun veya sermaye piyasasi kurulunun kusurlarin,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2007-04-18,2007,Muharrem Kılıç,0,3,-0.75,negative,negative,,,,,,negative,False
cand_12623,,,ene evvel kurdugumuz on bes universitenin rektor atamalarinda bir yigin problemlerle karsi karsiya kalindigi biliniyor. akp nin her zaman yaptigi yanlislar dayatma politikasi tartismadan uzlasmadan uzak anlayisi universitelerimizi de olumsuz e,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2007-05-16,2007,Harun Akın,0,4,-0.8,negative,negative,,,,,,negative,False
cand_07654,,,niden duzenlemek zorunda kalirsaniz 9 kez af cikarirsaniz toplumda soyle bir anlayis olusacak nasilsa bir af cikar iste hukumet degisince af cikar veya efendim kriz cikinca af cikar. ki bizim bu kanunun gerekcesine bakarsaniz 2000-2001 krizini de ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-02-21,2006,Yüksel Çorbacıoğlu,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_00520,,,hhitlerin onunu boyle acik birakirsaniz onlar da biraz kepceyi farkli gosterirler biz bunun da onune geciyoruz dogrusu. cumhuriyet halk partisi mardin milletvekilimiz demislerdir ki peki muteahhitlerin bu kadar makineleri var hepsi bekliyor issiz... tabii bunlar ,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2003-11-19,2003,Zeki Ergezen,0,1,-0.5,negative,negative,,,,,,negative,False
cand_13770,,,degerli arkadaslarim simdi benim sizden ricam su isi iddiaya bindirmeyin. birisi bana telefon etti -kusura bakmayin- ve ak parti muhalefette olsaydi bizim butun sorunlarimiza sahip cikardi dedi. simdi bakin vatandas sunu yapar... ben birkac sene ka,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-03-01,2003,Bayram Meral,0,1,-0.5,negative,negative,,,,,,negative,False
cand_05531,,,mi sapkin kimi radikal acilimlarin orgutlerin ya da radikal dinci egilimlerin onu aciliyor bunlarin baskilarina koskoca iktidar partisi boyun egiyor yanlis olan budur. degerli arkadaslarim icinizde -ben de biliyorum siz de biliyorsunuz burada isim,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-06-29,2005,Orhan Eraslan,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_05768,,,li arkadasimiz bu konuda tavir koyacak. dun yasar yakis in gerekirse limanlarin da acilabilecegini soylemesi karsisinda adalet ve kalkinma partisi grubunun icerisinden bircok milletvekilinin bunun kibris davasina yapilabilecek en buyuk ihanet oldugunu en yuksek ve g,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2005-10-19,2005,Ümmet Kandoğan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_01150,,,u harcamalari karsilayacak parayi bu hukumetin gondermesi lazim. bu hukumet gondermezse ne olur ben size soyleyeyim. bu hukumet gondermezse bu dernek ve vakiflar faaliyetlerine devam ederler. nasil devam ederler .. sayin bakan diyor ki buraya huku,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-01-22,2004,Kemal Kılıçdaroğlu,0,1,-0.5,negative,negative,,,,,,negative,False
cand_11156,,,. zaten sorun oldugunu hep biliyorduk cunku bundan once de sayin bakanimiz hakkinda gensorularin verildigini biliyoruz. akp hukumeti goreve baslar baslamaz en cok iddiali oldugu konu ozellikle milli egitim bakanliginda kadrolasmaydi. daha biri,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-12-23,2006,Ali Cumhur Yaka,0,1,-0.5,negative,negative,,,,,,negative,False
cand_11404,,,aya acilmasini bir onergeyle burada onerdim -komisyonda ve genel kurulda- ama milli egitim bakaninin karsi cikisiyla ve akp grubunun oylariyla reddedildi. bu tutumu nasil goruyorsunuz nasil yorumluyorsunuz o sozcuyle o gunku bugunku tutumu nas,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2007-01-31,2007,Mehmet Işık,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_04256,,,irtmede katkilari olmayacak mi yani bunlari yasama geciremiyoruz degerli arkadaslarim. yani bugun hukumet olabilirsiniz iktidar olabilirsiniz ama iktidar olmak sozlukteki karsiligiyla muktedir olmayi da guclu olmayi da gerektirir. burada bir noksa,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-03-31,2005,Haluk Koç,0,1,-0.5,negative,negative,,,,,,negative,False
cand_02096,,,rme fonundan karsilanan odenekler burada hazineye yikiliyor. bunun amacinin ne oldugunu da anlayabilmis degilim. ayrica akp olarak siz gectigimiz yil kamu kesiminde imzalanan sozlesmelerle 1980 lerden bu yana ozellestirme magduru olan iscileri,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-06-10,2004,İzzet Çetin,0,1,-0.5,negative,negative,,,,,,negative,False
cand_12292,,,tigini soyledim her platformda bunu dile getirdim ama ne enteresandir ki anayasa mahkemesinin kararinin aciklandigi gun cumhuriyet halk partisi genel merkezinde bu karar alkislarla karsilanmistir.,Doğru Yol Partisi,Cumhuriyet Halk Partisi,2007-05-03,2007,Ümmet Kandoğan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03994,,,mik kriz ortasinda pek cok universite ogrencisinin -ki bize de muracaat ettiler sizlere de muracaat ettiler hatta sayin baykal la da sizlerle de gorustuler- talepleri dogrultusunda boyle bir af meselesinin cikmasi artik toplumsal bir beklentiye d,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2005-03-15,2005,İrfan Gündüz,0,1,-0.5,negative,negative,,,,,,negative,False
cand_10156,,,avatan grup onerisinin lehinde soz aldim. degerli milletvekilleri biraz once anavatan grup onerisinin aleyhinde konusan ak parti milletvekilini dinledik. sayin milletvekili diyor ki siz bu grup onerileriyle meclisin calismasini engellemeye calisiyo,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2006-11-01,2006,Ümmet Kandoğan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_10860,,,kim rahatsiz oluyor sayin basbakan hayali dusman icat ediyorsunuz. basbakan recep tayyip erdogan - su anda 40 bin esnafin sikintisi var ve 1 2 milyar dolar bunun yapilandirmasi yapildi ve simdi bunun adimini atiyoruz,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-12-15,2006,Mustafa Özyürek,0,1,-0.5,negative,negative,,,,,,negative,False
cand_15369,,,r ki bu tasari ozellestirme hazirligidir. caresizlik icindeki akp hukumeti issizligi bile ozellestirmeye calismaktadir. hukumet calisma hayatiyla cok tehlikeli bir sekilde oynamakta tehlikeli bir yone dogru gitmektedir. akp liler bilmelidirler ki ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-06-01,2003,Enver Öktem,0,1,-0.5,negative,negative,,,,,,negative,False
cand_04017,,,i sizinle paylasmak istiyorum diyor ki sayin ozyurt sanki soyle bir intiba uyandi iktidar partisi bu konuyu getirmis de chp buna karsiymis gibi sozleriniz oldu sayin altikulac a soyluyor.,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2005-03-15,2005,Hüseyin Çelik,0,1,-0.5,negative,negative,,,,,,negative,False
cand_07790,,,z daha gorusulmek uzere geri gonderilir dendi. bunu hepimiz soyledik burada ama o gun muhalefetin bu soylemlerine karsi iktidar partisi milletvekilleri bunu hic kale almadan bu kanun buradan gecti. ne oldu arkadaslar tam iki ay gecti. simdi ne ola,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2006-02-28,2006,Ümmet Kandoğan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03926,,,ar ozellikle kanser hastalari ithal ilaclari hastaliklarini tedavi etme amaciyla almalari gereken ilaclari alamiyorlar. hukumet olarak bakan olarak bu sorunu nasil asmayi dusunuyorsunuz hastalar daha ne kadar kanser ilaclarini alabilmek icin eczan,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-03-09,2005,İzzet Çetin,0,1,-0.5,negative,negative,,,,,,negative,False
cand_11977,,,degerli arkadaslar emniyet teskilatimizin mensuplarinin sorunlari vardir insallah ak parti iktidardan gittikten sonra -ben sayin vekilimize tesekkur ediyorum- gelecek iktidarlar bunlari cozecektir. hepinize cok,Anavatan Partisi,Adalet ve Kalkınma Partisi,2007-03-27,2007,İbrahim Özdoğan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_02900,,,igi mechul de olsa buyuk bir meblag tasidigi tartisma konusudur. reel sektoru tesvik adi altinda beslenen bu sermayenin iktidar gucuyle ve karsilikli siyasi ticari cikarlarla daha da buyutulmeye calisildigini dusunmekteyim. ayrica akp yesilsermaye,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-12-01,2004,Enver Öktem,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03038,,,rca oy almis bir partidir dogru yol partisi yillarca devlet yonetiminde kalmistir milletin vicdaninin da sesidir. simdi iktidar anlayisina uygun olarak sivil toplum orgutlerine baski medyaya baski her kesime baski simdi de mecliste baskinin kabul ,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2004-12-14,2004,Mehmet Ağar,0,4,-0.8,negative,negative,,,,,,negative,False
cand_06322,,,atikman kalkmalidir. bu bizim millete karsi bir borcumuzdur. bunun en fazla sorumlulugu da sayisal cogunlugu olan sayin ak parti grubuna aittir. bilindigi gibi yakin zamanda anavatan partisi meclisimizde ucuncu bir parti grubunu olusturdu. daha onc,Anavatan Partisi,Adalet ve Kalkınma Partisi,2005-12-15,2005,Turan Tüysüz,0,1,-0.5,negative,negative,,,,,,negative,False
cand_07113,,,zellikle universiteler ve yok sistemiyle ilgili -ki biraz sonra bunlar uzerinde duracagim- yapilacak duzenlemelerde biz anavatan partisi olarak her turlu destegi vermek durumuyla karsi karsiyayiz. zaten biz bu konuda gectigimiz yaz aylarinda hukumete hatta,Adalet ve Kalkınma Partisi,Anavatan Partisi,2005-12-29,2005,Ömer Abuşoğlu,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_08332,,, basbakan mahkeme kararlarinin uygulanmasini problem olarak bu gazete haberinde soyluyor. evet bu danistay kararlarinin hukumet tarafindan burokrasi tarafindan gereginin yerine getirilmemesi cok buyuk sorun. ben kendi bolgemden size soyleyeyim. ka,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-04-06,2006,Yüksel Çorbacıoğlu,0,1,-0.5,negative,negative,,,,,,negative,False
cand_06654,,,krasi gelenegi bakimindan uygun olmadigini ifade etmistik. dogrudan yargiya mudahaledir demistik sayin adalet bakaninin hukumet sozcusu olmasi. ornek mi mesela hukumet bir karar aliyor yurutme bunu sayin adalet bakani bir siyasi polemik icerisinde,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-12-22,2005,Haluk Koç,0,1,-0.5,negative,negative,,,,,,negative,False
cand_10224,,,chp dediginiz zaman yenilige kapali butun yapilan hizmetlere karsi demek mi oluyor,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2006-11-02,2006,Selami Uzun,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03379,,,ste demin soyledigim gibi- kusatan bir avuc uzmana danismana lutfen dikkat edin. bu turkiye nin sanssizligidir bu belki iktidar partisinin de sanssizligidir. lutfen bu uyarilarimi dikkate alin. bu konuda niye karsi ciktigimizi ifade ettim. hepiniz,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-01-05,2005,Haluk Koç,0,1,-0.5,negative,negative,,,,,,negative,False
cand_14210,,,sak insallah uygulariz. sayin baskan sayin milletvekilleri benim endisem yil icerisinde cesitli mazeretler ve ozellikle akp tabanindan gelecek baskilar neticesinde bu sinirlarin zorlanmasi hatta bu sinirin asilmasidir. bu konunun takipcisi ola,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-03-27,2003,Kemal Sağ,0,1,-0.5,negative,negative,,,,,,negative,False
cand_01777,,,umsal uzlasma etrafinda olusturulamayan ve kendi icinde sikintilar tasiyan bir yasa tasarisini oncelikle gorusmek uzere iktidar partisi tarafindan bu oneri yapilmis bulunuyor. degerli arkadaslarim hemen sozlerimin basinda sunu soylememe musaade ed,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-05-12,2004,Haluk Koç,0,1,-0.5,negative,negative,,,,,,negative,False
cand_02733,,,yani izmir i bu kadar yakindan ilgilendiren bir tasari gorusuluyor da akp nin izmir milletvekillerinden hicbirisi bu salonda bulunmuyorsa bunu izmirlilere sikayet ediyorum cok yanlis bir davran,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-11-10,2004,Ahmet Ersin,0,1,-0.5,negative,negative,,,,,,negative,False
cand_12953,,, kurallari bile yetersiz kalmaktadir. hukuk devletinde anayasa kurallari bile etkili ve caydirici olamamaktadir. siyasi iktidar bildigini okumaya ve yazmaya devam etmektedir. ormanlarin tabi oldugu hukuki durum surekli olarak istismar edilmektedir,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2007-05-27,2007,Erdal Karademir,0,1,-0.5,negative,negative,,,,,,negative,False
cand_06876,,,rluge girdi. meksika kenti merida nin da adiyla anilan bu konvansiyon kuskusuz yolsuzlukla savasimda son derece onemli. hukumet olarak siz yolsuzluklarla ilgili birlesmis milletlerin yolsuzlukla savas konvansiyonuna imza koyacak misiniz koydunuz m,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-12-26,2005,İzzet Çetin,1,3,-0.4,negative,negative,,,,,,negative,False
cand_04511,,,i gonderilmekte veya anayasa mahkemesi tarafindan iptal edilmekte ve ayni yasalari biz ikinci defa gorusmekteyiz. sayin akp grup baskanvekilleri buna siddetle karsi cikiyorlar meclisin isi bu degil mi niye siz bunu kabul etmiyorsunuz diyorlar ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-04-26,2005,Yılmaz Kaya,0,1,-0.5,negative,negative,,,,,,negative,False
cand_14218,,,acilari unutturdugunu zannediyor ama asli oyle degil. gercekten insanlarimiz cok durumda gecim sikintisi icerisinde ama hukumet 56 nci ve 57 nci hukumetleri hic aratmiyor vergileri alabildigine 2003 yili butcesinde hedefleri tutturabilmek icin yin,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-03-27,2003,Hasan Ören,0,1,-0.5,negative,negative,,,,,,negative,False
cand_06232,,,ka milletvekilinin konusma hakkini elinden almak konusmasini engellemek icin bu kursuye geliyor bakiniz butun ulkelerde iktidar vardir ancak sadece demokrasiyle yonetilen ulkelerde muhalefet vardir. siz muhalefetin sesini kismaya calisirsaniz muha,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2005-12-07,2005,Ümmet Kandoğan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_07701,,,dinde itibarimizi inandiriciligimizi guvenilirligimizi kaybettik. son derece yanlis istir. efendim parti isiydi bu veya hukumet isiydi demekle kendimizi kurtaramayiz. iktidar partisinin ayri dispolitikasi hukumetin ayri dispolitikasi olmaz. usteli,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-02-22,2006,Onur Öymen,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03338,,,kdv yi yuzde 5 lere yuzde 7 lere cekersiniz cunku gelecegimiz gercekten oraya bagli. sayin baskan sayin milletvekilleri hukumet turkiye buyuyor diyor. gercekten turkiye buyuyor ama yoksulluk yanlisi buyuyor. sayin mehmet ali sahin bey 9.11.2004 ta,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-12-28,2004,Berhan Şimşek,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_06167,,, tekli egitime gecilmesidir. sayin baskan degerli milletvekilleri okullasma oraninda da buyuk sikintilar yasanmaktadir. akp hukumeti iktidarda oldugu donemde ilk ve ortaogrenimde okullasma orani dusurulmustur. akp nin iktidara geldigi 2002-200,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-11-30,2005,Hüseyin Ekmekcioğlu,0,1,-0.5,negative,negative,,,,,,negative,False
cand_05527,,,hurbaskanina karsi anayasa mahkemesine karsi idare mahkemesine karsi bilim dunyasina karsi uygulamakta kararli olan bir hukumet... cok zor gunler bekliyor demektir. bunu da bilginize sunar sevgiler saygilarla sozlerimi bitiririm.,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-06-29,2005,Osman Coşkunoğlu,0,4,-0.8,negative,negative,,,,,,negative,False
cand_09808,,,ilen rakam 8 8 rakami sizleri aldatmasin ve devraldiginiz turkiye deki issizlik rakami da 10 3 degerli milletvekilleri. adalet ve kalkinma partisi iktidari devraldigindaki rakam 10 3 2006 yilinin ilk alti aylik rakami 10 5. yani devraldiginiz noktadan daha yukari bi,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2006-09-21,2006,Ümmet Kandoğan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_07711,,, suretiyle tamamen giderilmesi sarti da arandi yani ugranilmis olan hazine zararinin muhakkak odenilme sarti geldi. hem akp li hem de cumhuriyet halk partililerin ortak karariyla bu degisikligi biz yaptik. ne zaman 9 aralik 2004 tarihinde. ara,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-02-23,2006,Mehmet Küçükaşık,0,1,-0.5,negative,negative,,,,,,negative,False
cand_04125,,,ivarindadir. bu oranlarla esnafimizin ayakta kalmasi mumkun degildir birakin buyumesini ayakta kalmasi mumkun degildir. hukumet olarak esnafin sorunlarina sahip cikmaniz gerektigini dusunuyorum. sayin bakanim tum isyeri kiralarinin kira stopajlari,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-03-22,2005,Hüseyin Ekmekcioğlu,0,1,-0.5,negative,negative,,,,,,negative,False
cand_04958,,,mli calismayi gosterememekten dolayi bir sikinti yasadigimizi hepimiz kabul etmek zorundayiz. bunlarin sonucunu elbette iktidar ozellikle siyasi iktidar verecektir ve eger gunahi var ise de cekecektir. degerli arkadaslarim simdi gorusmekte oldugum,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-05-31,2005,Feridun Ayvazoğlu,0,1,-0.5,negative,negative,,,,,,negative,False
