candidate_id,manual_label,manual_notes,transcript_id,date,year,speaker,source_party,target_party,heuristic_positive_hits,heuristic_negative_hits,heuristic_score,heuristic_label,window_text
cand_00035,,,10045,2003-07-01,2003,Naci Aslan,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,4,0,0.8,positive,asinda onemli acilimlar getirecegi muhakkaktir. ulkemizin ve halkimizin cikarina olan tasarilarin daima destekcisi olan cumhuriyet halk partisi bu tasariya komisyonda oldugu gibi burada da olumlu bakmaktadir. bizler icin onemli olan kabul edilen yasalarin kagit u
cand_02852,,,13005,2004-11-30,2004,Osman Özcan,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive, agaci dikti. degerli arkadaslarim tabii cani sikilanlar olacak ama bir gercek var ayri ayri konustugumuz zaman sevgili akp milletvekillerimiz de bizim soylediklerimize aynen katiliyorlar fakat burada bunu soyledigimiz zaman elbette hoslarina 
cand_01346,,,11305,2004-02-19,2004,Haluk Koç,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ayin burhan kuzu- 123 uncu maddeye zaten temelden aykirilik iceriyor. bunlarla ilgili anayasaya aykirilik onerilerimize hukumet ve anayasa komisyonu baskani katilmiyorlar ve yok diye israr ediyorlar. bu hukumlerin anayasa mahkemesi tarafindan ipta
cand_12674,,,19920,2007-05-22,2007,Harun Akın,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,eklimizin tufe farklari -ince bir ayrinti hesap yapmadim ama- tahminimce 700-800 trilyon civarinda olsa gerek. bu durum akp hukumetinin ve siz degerli akp milletvekillerinin icini acitmiyor mu diye sormak istiyorum. intibak sorununu akp hukume
cand_06512,,,15626,2005-12-19,2005,Hüseyin Ekmekcioğlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,yasadan 2 912 kisinin faydalanmis oldugunu ogrendim. bu yasa cumhuriyet halk partisi grubu olarak karsi olmamiza ragmen iktidar tarafindan israrla cikarilmistir. bu kanunun ne kadar problemli oldugu yasanarak da gorulmustur. bu insanlar su anda to
cand_12687,,,19920,2007-05-22,2007,İbrahim Özdoğan,Anavatan Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive, turkiye kultur ve tabiat varligi korumaciliginin ne oldugunu erkan mumcu nun bakanligi doneminde gordu. ardindan da bu hukumet maalesef bunlari hoyratca harcadi. sunu biliniz ki degerli arkadaslar bu secimlerde ak partiyi sandikta vuracak en buyu
cand_09455,,,17205,2006-06-27,2006,Cevdet Erdöl,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,3,0,0.75,positive,kleri yapiliyor. bu cok onemli saglik personelinin kanuni duzenlemesinde gercekten komisyon gorusmeleri sirasinda gerek cumhuriyet halk partisi milletvekili arkadaslarim gerekse anavatan partisinden gorevli arkadasim bizlere cok destek verdiler ve onemli bir eksi
cand_15309,,,9765,2003-06-01,2003,Muhsin Koçyiğit,Anavatan Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,pilip isciler sokaga atildi isciler sokakta kaldigi icin bunun sosyal boyutu ihmal edilmis durumda. secimden once gerek akp olarak gerekse cumhuriyet halk partisi olarak bizler iscilere iktidara geldigimizde sokakta ozellestirme magduru issiz 
cand_11962,,,19879,2007-03-27,2007,Süleyman Sarıbaş,Adalet ve Kalkınma Partisi,Anavatan Partisi,0,1,-0.5,negative,adaslarimizin numarali kayisi ureticilerinin sorunlarini arastirma meclis arastirmasi isteme taleplerini gorusmek uzere anavatan partisi grubu adina soz aldim. oncelikle bu onergeleri veren arkadaslarima cok tesekkur ediyorum. yine sozlerime baslarken bira
cand_03083,,,13245,2004-12-20,2004,Mehmet Ağar,Doğru Yol Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative,vatandasa sormak lazim bu bir bayram mi degil mi. o zaman alacaginiz cevabi hep birlikte gelin burada tartisalim. sayin baykal in ifade ettigi genel gorusme onerisini buyuk bir memnuniyetle karsiliyoruz ve hatta oylesine bir genel gorusme olmalid
cand_13249,,,8138,2002-11-01,2002,Dengir Mir Mehmet Fırat,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative, otesinde hukukun ustunlugunun var olmasinin savasimini veren bir siyasi partiydik ve bunlara oncelik veriyorduk. sayin baykal in biraz once uzerinde durdugu hakikaten onceligimiz halkimiza vermis oldugumuz soz yolsuzluk ve yoksullugun onlenmesiy
cand_03520,,,13532,2005-01-11,2005,Mustafa Nuri Akbulut,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,3,0,0.75,positive,alk partisinin de destek olacagini dusunuyordum cunku butun secmenlerin de bildigi uzere yerel cozum onerileri adli bir cumhuriyet halk partisi raporu var elimizde ve orada su ifade var gelecek bos vaatler uzerine degil cozum uzerine kurulmalidir denildikten sonr
cand_13287,,,8183,2002-12-01,2002,Deniz Baykal,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,3,0,0.75,positive,r cozum ortaya cikarsa memnuniyetle hepimiz bunu destekleyelim ama bu cozum ortaya cikmazsa iste asil o zaman hukumetin hukumet oldugunu gostermesine ihtiyac vardir. o noktada milletce cok buyuk bir sinav vermek durumundayiz. kuzey kibris turk hal
cand_10025,,,17525,2006-10-12,2006,Sedat Pekel,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,belirlendigi ve butcenin sekillenecegi su gunlerde imf baskilari altinda ezilen ciftcimizin rahat bir nefes almasi icin akp hukumetinin gayret sarf edecegini hala umuyorum. sozlerimi bitirirken de yuce heyetinizi tekrar saygiyla selamliyorum.
cand_00963,,,10845,2003-12-22,2003,İnal Batu,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ist olarak goren bu zihniyet ve uygulamalara hukumet tepki gostermeyi ve gerekli girisimleri yapmayi dusunmemekte midir akp hukumeti kibris konusunda oldugu gibi turkiye yi hedef alan uluslararasi teror ve bu eylemlerin sonucu olarak ulkemize 
cand_09088,,,17045,2006-06-07,2006,Hüseyin Güler,Anavatan Partisi,Adalet ve Kalkınma Partisi,3,2,0.1667,mixed,ongu surecini degerlendirdigimizde cozum onerilerimize temennimiz tabii ki bu cozum onerilerine once hukumetin yani siz akp lilerin ama baktigimizda bu soruna bir yurutme olarak ne kadar duyarliligini... insallah temennimiz sorunlara cozum one
cand_01635,,,11465,2004-03-01,2004,Osman Coşkunoğlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,kurumun calisma konusuyla ilgili deneyim bilgi ve ehliyet unsurlarina onem verilmelidir. degerli akp milletvekilleri ve hukumet yani basbakanimizin dedigi gibi aydan merih ten gelmemis olmak yeterli bir kriter degildir. bir onemli nokta -tum duzen
cand_08432,,,16565,2006-04-13,2006,Muharrem Doğan,Anavatan Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,calistigini ve bu rakamin ab ile uyumun saglanmasi icin yuzde 25 in altina cekilmesi gerektigini ifade etmistir. imf ve akp hukumeti arasinda tarimla ugrasan vatandaslarimizin sayisinin dusurulmesi gerektigi konusunda gizli bir ittifaka varilm
cand_00957,,,10845,2003-12-22,2003,İnal Batu,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,planin rumlarla onmuzakeresi yapilmis ve belge rum yunan tarafinin ilkeleri dogrultusunda degistirilmistir. bu skandala akp hukumetinin gerekli tepkiyi gostermemis olmasindan uzuntu duydugumu burada bir kere daha belirtmek istiyorum. planin ay
cand_11560,,,19850,2007-02-20,2007,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2,0,0.6667,positive,encide edecek agir hukumler bu ilerleme raporunun icerisinde vardir. dedigimizde itiraz etmistiniz. ancak bes gun sonra hukumet olarak avrupa birligine bir nota vermek mecburiyetinde kaldiniz. nicin salim kafayla oturdunuz ilerleme raporunu bir ke
cand_09396,,,17185,2006-06-22,2006,Hüseyin Güler,Anavatan Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ye bakani da yokken lutfen onaylayin. sayin maliye bakani varken zaten en ufak bir sekilde buna katkida bulunmaz. sayin hukumet katilmiyorum diyor. bir muhalefetin katkisi varken buna nasil hayir diyebilirsiniz hepiniz dinlediginizde icinizden hak
cand_11973,,,19879,2007-03-27,2007,Hüseyin Güler,Anavatan Partisi,Adalet ve Kalkınma Partisi,1,2,-0.25,negative, kaynagi her gecen gun kirlenmekte zorlanmiyor. biz de diyoruz ki bu sorun sistemin sorunu. dort bucuk yilda bes yildir iktidar oldugunuzun farkina varmadiniz ve her gecen gun toplumun gidisati maalesef olumsuz yonde ama bu konuda istikrar diye ka
cand_14145,,,9065,2003-03-27,2003,Sedat Uzunbay,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,bi ulkemizin ulusal guvenligi ve ekonomik guvenligi icin en yasamsal alanlardan biri olan enerji alaninda da bir yandan adalet ve kalkinma partisi iktidarinin atacagi yanlis adimlari teshir etmeye diger yandan da usanmadan yapilmasi gerekenleri sizlere ve kamuoyuna 
cand_06212,,,15505,2005-12-06,2005,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,0,2,-0.6667,negative,yordu aradaki fark bu. yanlistir yanlis yapiliyor. bu fakir fukaradan aldigimiz kaynaklari siz zenginlere aktarmak icin iktidar olmadiniz. bu kaynaklardan istifade etmesi gereken insanlara bu kaynaklari goturunuz. ben 4 uncu maddeyle ilgili olarak
cand_09842,,,17385,2006-09-27,2006,İzzet Çetin,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2,0,0.6667,positive,rken on yildan bu yana calisanlari hala kadroya almadiniz. sayin kafkas yine turkiye de is guvencesini yasal uygulamaya ak parti doneminde koyuyoruz diyor. sayin kafkas konulari carptirmakta pek mahir masallah. oysa is guvencesi 1992 yilinda zamani
cand_02474,,,12405,2004-07-15,2004,Kemal Kılıçdaroğlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,r yerel yonetimlerde ciddi bir sorunun oldugunu hepimiz biliyoruz merkezi yonetimin hantal yapisini da biliyoruz. gerek adalet ve kalkinma partisi gerekse cumhuriyet halk partisi kendi secim bildirgelerinde ve secim programlarinda kendi parti programlarinda kamu yon
cand_06257,,,15565,2005-12-13,2005,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,1,2,-0.25,negative,oldugunu... hem de bu oranin yuzde 57 6 oldugunu ifade etmek istiyorum. simdi durum buyken yolsuzluklarla ilgili konuda hukumet bu kadar basarisizken yine son gunlerde yapilan yeni bir arastirmada -yine o ak parti milletvekilinin basinda oldugu bi
cand_07046,,,15765,2005-12-28,2005,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,im dun bakkallar ve bayiler federasyonu toplantisina katildim simdi de 5 000 kisiye hitap ederek oradan geliyorum sayin erdogan. denizli deki esnaf kongresinde bir tek ak partili milletvekili orada da yoktu. hepinize saygilar sunuyorum.
cand_14775,,,9425,2003-05-01,2003,İzzet Çetin,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,yisinin bir nedeni de bu yasanin icerisinde yeni is yasasi olarak tabir edilen gercekten bir nevi kolelik yasasi olarak akp nin calisma yasamina armagan ettigi bu yasanin icine yerlestirilmisti. dunyanin pek cok ulkesinde is guvencesi var is g
cand_12740,,,19922,2007-05-23,2007,Ramazan Kerim Özkan,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,lemle bu uygulamalara karsi bir protesto mitingi duzenlemisti. meslegine ve gelecegine sahip cikan yaklasik 10 bin kisi akp hukumetini uyarmis cikartilmaya calisilan yasalarin geri cekilmesini talep etmisti. yalniz bugune kadar halkin...
cand_12202,,,19894,2007-04-18,2007,Hüseyin Özcan,Anavatan Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative, olan bir ozellestirmede anavatan olarak her zaman ve bunun da onculugunu yapmisizdir. biraz once sayin sozcumuze karsi ak parti siralarindan siz mevzuati bilmiyorsunuz dediniz. sayin degerli arkadasim emlak bankasinda calisanlarin durumunu hic goz
cand_00941,,,10825,2003-12-21,2003,Mehmet Tomanbay,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,2,-0.25,negative,ratici cozumler uretememisler ve hep distan emrivakiler halinde uygulanan duzenlemelerle karsilasmislardir. ne yazik ki akp hukumetinin universiteler sorununa yaklasimi da sayin tekeli nin belirttigi bu cerceve yonundedir. akp hukumeti univers
cand_06871,,,15725,2005-12-26,2005,Muhsin Koçyiğit,Anavatan Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,ectigimiz aylarda danisma kurulu kendi arasinda anlasma saglayamayinca meclis gundemine geldi burada da konusuldu fakat akp nin oylariyla gundeme gelmesi reddedildi. degerli arkadaslarim bu kadar duyarli bir konuda 18 tane bankanin yaninda deg
cand_06545,,,15627,2005-12-20,2005,Rasim Çakır,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ayir diyerek hukumetin eline uluslararasi politikada ve ortadogu politikasinda cok onemli bir koz vermisolmamiza ragmen hukumet bu kozu ulusal menfaatlarimiz noktasinda kullanamadi amerika nin uydu politikasini ortadogu da goturmeye calisti ve dub
cand_04363,,,14205,2005-04-13,2005,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative, kanun tasarisi hazirlanmasinda yok sayarsaniz yine orada ciddi manada yanlislik yapiyorsunuz demektir. yine biraz once adalet ve kalkinma partisi grubu adina konusan cok degerli milletvekilimiz iyi veya kotu bir kanun tasarisini meclisin onune getirdik ibaresini if
cand_13281,,,8183,2002-12-01,2002,Abdullah Gül,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,1,0,0.5,positive,eklentileri tersine cikarmistir onemli gorusmeler faydali gorusmeler yapilmistir. muhalefet partisi genel baskani sayin deniz baykal bircok toplantilarda bulunmus varsova ya giderek avrupa nin sol partileriyle bir araya gelmis onlara turkiye nin durumu
cand_00241,,,10205,2003-07-01,2003,Hüseyin Ekmekcioğlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,dilen 25 trilyonla daha fazla sayida cocugumuza egitim olanagi saglamak mumkundur. sayin baskan degerli milletvekilleri hukumet bu konuyu yetenekli yoksul ogrencileri ozel okullara kaydirarak kimsenin yapamadigini biz yapiyoruz dusuncesini kamuoyu
cand_00270,,,10205,2003-07-01,2003,Algan Hacaloğlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,3,-0.4,negative,kadaslarim. bakiniz sekiz ay evvel halktan buyuk bir destekle geldiniz. son onbes yildir ilk kez bir hukumet tek basina iktidar oldu ve karsi karsiya oldugunuz sorunlar... evet devraldiniz buyuk bir icborc stokunu devraldiniz yuksek enflasyon ve p
cand_00044,,,10065,2003-07-01,2003,Akif Hamzaçebi,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2,3,-0.1667,mixed,r yapiyorsaniz tabii ki bu yuku de karsilamaniz gerekir ancak tabii ki yuku saglikli kaynaklardan karsilamaniz gerekir. hukumet bu konuda cozum olarak herhangi bir sey yapmis degildir cozum olarak karsimizda yine bir onlemler paketi vardir. sosyal
cand_06051,,,15345,2005-11-15,2005,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,la ilgili cozum onerilerinin turkiye buyuk millet meclisi gundemine getirilmesi burada bulunan butun milletvekillerinin iktidar ve muhalefet arzusudur. biz bu konularla ilgili olarak meclis gundemine getirilecek butun kanun tasari ve tekliflerini 
cand_04494,,,14285,2005-04-21,2005,Mustafa Tuna,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,1,0,0.5,positive,sus yoktur. sayin muhalefet sozcusu arkadasimizin belirttigi ozellestirme konusundaki bu endiseleri yersizdir. tabii ki cumhuriyet halk partisi ile adalet ve kalkinma partisi arasindaki en onemli farklardan biri de kamu yararini gozeterek devletin yapmasi gereken
cand_15009,,,9525,2003-05-01,2003,Muharrem Doğan,Anavatan Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative, eski hukumluleri issiz birakmamaktir aksi takdirde var olan ozurluleri ve eski hukumluleri acliga mahkum etmis oluruz. cumhuriyet halk partisi olarak ustlenmis oldugumuz muhalefet anlayisimiz iktidara zorluk cikarmak degildir isci ve isverenin hak ve sorumlulukl
cand_01308,,,11305,2004-02-19,2004,Mehmet Tomanbay,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,esinde yer almamistir tasarinin gerekcesinde yoktur.bu nedenle de gerekcede yer almayan idarenin butunlugu ilkesi acaba akp tarafindan ne kadar samimi olarak savunulmaktadir ve ne kadar yasallik kazanir burada sorulmasi gereken soru bu tasarin
cand_11811,,,19867,2007-03-14,2007,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2,0,0.6667,positive,zin alacaklarinin bir an once tahsil edilebilmesi ve bundan sonraki odemelerin zamaninda yapilabilmesiyle ilgili olarak hukumet bu konuda gerekli tedbirleri alsin bu konuyla ilgili calismalarini yapsin 24 bin eczacimizin meselelerini cozume kavust
cand_09223,,,17145,2006-06-20,2006,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,1,2,-0.25,negative,e sergiledigini soyleyenlerin orani yuzde 57 6. bunun altini cizmek istiyorum. turkiye deki vatandaslarin yuzde 57 6 si adalet ve kalkinma partisi iktidarinin yolsuzluklarla yapilan mucadelede -iktidarin- basarisiz oldugunu soyluyor. bu kamuoyu anketleriyle ortaya k
cand_01680,,,11585,2004-04-13,2004,Sedat Pekel,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,2,-0.6667,negative,gostermektedir ki kriz ekonomisinden ciktigi soylenen ulkemizin tarihinin en derin ekonomik krizi hala sona ermemistir. akp hukumetinin halka ovune ovune acikladigi yere goge sigdiramadigi ekonomideki buyume ne yazik ki istihdama yansitilamami
